CURSO,CÓDIGO DE TURMA,TURMA,TEORIA,PRÁTICA,CAMPUS,TURNO,T-P-E-I,VAGAS TOTAIS,VAGAS REMANESCENT ES,TURMAS ALTA DEMANDA,DOCENTE TEORIA,DOCENTE TEORIA 2,DOCENTE PRÁTICA,DOCENTE PRÁTICA 2
ENGENHARIAS,NA2ESTO004-17SA,INSTRUMENTAÇÃO E CONTROLE A2-Noturno (SA),"sexta das 19:00 às 21:00, quinzenal I; terça das 21:00 às 23:00, semanal","sexta das 19:00 às 21:00, quinzenal II",SA,Noturno,3-1-5,34,0,SIM,THAIS HELENA SAMED E SOUSA,0,THAIS HELENA SAMED E SOUSA,0
ENGENHARIAS,NA2ESTO004-17SB,INSTRUMENTAÇÃO E CONTROLE A2-Noturno (SB),"terça das 19:00 às 21:00, quinzenal I; quinta das 21:00 às 23:00, semanal","terça das 19:00 às 21:00, quinzenal II",SB,Noturno,3-1-5,33,0,SIM,DIEGO PAOLO FERRUZZO CORREA,0,LEANDRO BARONI,0
ENGENHARIAS,DA1ESTO005-17SA,INTRODUÇÃO ÀS ENGENHARIAS A1-Matutino (SA),"segunda das 10:00 às 12:00, semanal",,SA,Matutino,2-0-4,63,4,-,CONRADO AUGUSTUS DE MELO,0,0,0
ENGENHARIAS,DA1ESTO005-17SB,INTRODUÇÃO ÀS ENGENHARIAS A1-Matutino (SB),"quinta das 08:00 às 10:00, semanal",,SB,Matutino,2-0-4,60,40,-,ANDRE SCHWANZ DE LIMA,0,0,0
ENGENHARIAS,NA1ESTO005-17SA,INTRODUÇÃO ÀS ENGENHARIAS A1-Noturno (SA),"segunda das 21:00 às 23:00, semanal",,SA,Noturno,2-0-4,63,7,-,HAROLDO DE FARIA JUNIOR,0,0,0
ENGENHARIAS,NA1ESTO005-17SB,INTRODUÇÃO ÀS ENGENHARIAS A1-Noturno (SB),"segunda das 19:00 às 21:00, semanal",,SB,Noturno,2-0-4,60,9,-,NIVALDO BENEDITO FERREIRA CAMPOS,0,0,0
ENGENHARIAS,DB1ESTO005-17SA,INTRODUÇÃO ÀS ENGENHARIAS B1-Matutino (SA),"segunda das 08:00 às 10:00, semanal",,SA,Matutino,2-0-4,63,25,-,THALES SOUSA,0,0,0
ENGENHARIAS,DB1ESTO005-17SB,INTRODUÇÃO ÀS ENGENHARIAS B1-Matutino (SB),"segunda das 10:00 às 12:00, semanal",,SB,Matutino,2-0-4,60,29,-,ILKA TIEMY KATO PRATES,0,0,0
ENGENHARIAS,NB1ESTO005-17SA,INTRODUÇÃO ÀS ENGENHARIAS B1-Noturno (SA),"segunda das 19:00 às 21:00, semanal",,SA,Noturno,2-0-4,63,0,SIM,JOSE ALBERTO TORRICO ALTUNA,0,0,0
CURSO,CÓDIGO DE TURMA,TURMA,TEORIA,PRÁTICA,CAMPUS,TURNO,T-P-E-I,VAGAS TOTAIS,VAGAS REMANESCENT ES,TURMAS ALTA DEMANDA,DOCENTE TEORIA,DOCENTE TEORIA 2,DOCENTE PRÁTICA,DOCENTE PRÁTICA 2
ENGENHARIAS,NB1ESTO005-17SB,INTRODUÇÃO ÀS ENGENHARIAS B1-Noturno (SB),"segunda das 21:00 às 23:00, semanal",,SB,Noturno,2-0-4,63,0,-,ANA PAULA ROMANI,0,0,0
ENGENHARIAS,DC1ESTO005-17SA,INTRODUÇÃO ÀS ENGENHARIAS C1-Matutino (SA),"sexta das 10:00 às 12:00, semanal",,SA,Matutino,2-0-4,63,38,-,THAIS HELENA SAMED E SOUSA,0,0,0
ENGENHARIAS,NC1ESTO005-17SA,INTRODUÇÃO ÀS ENGENHARIAS C1-Noturno (SA),"sexta das 21:00 às 23:00, semanal",,SA,Noturno,2-0-4,63,24,-,HAROLDO DE FARIA JUNIOR,0,0,0
ENGENHARIAS,DA1ESTO006-17SA,MATERIAIS E SUAS PROPRIEDADES A1-Matutino (SA),"quinta das 10:00 às 12:00, quinzenal I; segunda das 08:00 às 10:00, semanal","quinta das 10:00 às 12:00, quinzenal II",SA,Matutino,3-1-5,30,2,-,ALEJANDRO ANDRES ZUNIGA PAEZ,0,ALEJANDRO ANDRES ZUNIGA PAEZ,0
ENGENHARIAS,DA1ESTO006-17SB,MATERIAIS E SUAS PROPRIEDADES A1-Matutino (SB),"quinta das 08:00 às 10:00, semanal ; segunda das 10:00 às 12:00, quinzenal I","segunda das 10:00 às 12:00, quinzenal II",SB,Matutino,3-1-5,33,0,-,FREDERICO AUGUSTO PIRES FERNANDES,0,SONIA MARIA MALMONGE,0
ENGENHARIAS,NA1ESTO006-17SA,MATERIAIS E SUAS PROPRIEDADES A1-Noturno (SA),"quinta das 21:00 às 23:00, quinzenal I; segunda das 19:00 às 21:00, semanal","quinta das 21:00 às 23:00, quinzenal II",SA,Noturno,3-1-5,30,0,-,RENATO ALTOBELLI ANTUNES,0,RENATO ALTOBELLI ANTUNES,0
ENGENHARIAS,NA1ESTO006-17SB,MATERIAIS E SUAS PROPRIEDADES A1-Noturno (SB),"quinta das 19:00 às 21:00, semanal ; segunda das 21:00 às 23:00, quinzenal I","segunda das 21:00 às 23:00, quinzenal II",SB,Noturno,3-1-5,30,0,-,CHRISTIANE RIBEIRO,0,SONIA MARIA MALMONGE,0
ENGENHARIAS,NA2ESTO006-17SB,MATERIAIS E SUAS PROPRIEDADES A2-Noturno (SB),"quinta das 19:00 às 21:00, semanal ; segunda das 21:00 às 23:00, quinzenal II","segunda das 21:00 às 23:00, quinzenal I",SB,Noturno,3-1-5,30,8,-,CHRISTIANE RIBEIRO,0,SONIA MARIA MALMONGE,0
ENGENHARIAS,DB1ESTO006-17SA,MATERIAIS E SUAS PROPRIEDADES B1-Matutino (SA),"sexta das 08:00 às 10:00, quinzenal I; terça das 10:00 às 12:00, semanal","sexta das 08:00 às 10:00, quinzenal II",SA,Matutino,3-1-5,30,18,-,ROBERTO GOMES DE AGUIAR VEIGA,0,ROBERTO GOMES DE AGUIAR VEIGA,0
ENGENHARIAS,DB1ESTO006-17SB,MATERIAIS E SUAS PROPRIEDADES B1-Matutino (SB),"quinta das 10:00 às 12:00, quinzenal I; segunda das 08:00 às 10:00, semanal","quinta das 10:00 às 12:00, quinzenal II",SB,Matutino,3-1-5,30,11,-,FREDERICO AUGUSTO PIRES FERNANDES,0,SONIA MARIA MALMONGE,0
ENGENHARIAS,NB1ESTO006-17SA,MATERIAIS E SUAS PROPRIEDADES B1-Noturno (SA),"sexta das 19:00 às 21:00, quinzenal I; terça das 21:00 às 23:00, semanal","sexta das 19:00 às 21:00, quinzenal II",SA,Noturno,3-1-5,33,0,-,DEMETRIO JACKSON DOS SANTOS,0,DEMETRIO JACKSON DOS SANTOS,0
ENGENHARIAS,NB1ESTO006-17SB,MATERIAIS E SUAS PROPRIEDADES B1-Noturno (SB),"quinta das 21:00 às 23:00, quinzenal I; segunda das 19:00 às 21:00, semanal","quinta das 21:00 às 23:00, quinzenal II",SB,Noturno,3-1-5,30,14,-,CHRISTIANE RIBEIRO,0,SONIA MARIA MALMONGE,0
ENGENHARIAS,DB2ESTO006-17SA,MATERIAIS E SUAS PROPRIEDADES B2-Matutino (SA),"sexta das 08:00 às 10:00, quinzenal II; terça das 10:00 às 12:00, semanal","sexta das 08:00 às 10:00, quinzenal I",SA,Matutino,3-1-5,30,0,-,LIGIA PASSOS MAIA OBI,0,LIGIA PASSOS MAIA OBI,0
ENGENHARIAS,NB2ESTO006-17SA,MATERIAIS E SUAS PROPRIEDADES B2-Noturno (SA),"sexta das 19:00 às 21:00, quinzenal II; terça das 21:00 às 23:00, semanal","sexta das 19:00 às 21:00, quinzenal I",SA,Noturno,3-1-5,33,0,-,MOHAMMAD MASOUMI,0,MOHAMMAD MASOUMI,0
ENGENHARIAS,DC1ESTO006-17SA,MATERIAIS E SUAS PROPRIEDADES C1-Matutino (SA),"quinta das 08:00 às 10:00, quinzenal I; segunda das 10:00 às 12:00, semanal","quinta das 08:00 às 10:00, quinzenal II",SA,Matutino,3-1-5,30,14,-,VANIA TROMBINI HERNANDES,0,VANIA TROMBINI HERNANDES,0
ENGENHARIAS,NC1ESTO006-17SA,MATERIAIS E SUAS PROPRIEDADES C1-Noturno (SA),"quinta das 19:00 às 21:00, quinzenal I; segunda das 21:00 às 23:00, semanal","quinta das 19:00 às 21:00, quinzenal II",SA,Noturno,3-1-5,30,0,-,MOHAMMAD MASOUMI,0,MOHAMMAD MASOUMI,0
ENGENHARIAS,DC2ESTO006-17SA,MATERIAIS E SUAS PROPRIEDADES C2-Matutino (SA),"quinta das 08:00 às 10:00, quinzenal II; segunda das 10:00 às 12:00, semanal","quinta das 08:00 às 10:00, quinzenal I",SA,Matutino,3-1-5,30,0,-,LIGIA PASSOS MAIA OBI,0,LIGIA PASSOS MAIA OBI,0
ENGENHARIAS,NC2ESTO006-17SA,MATERIAIS E SUAS PROPRIEDADES C2-Noturno (SA),"quinta das 19:00 às 21:00, quinzenal II; segunda das 21:00 às 23:00, semanal","quinta das 19:00 às 21:00, quinzenal I",SA,Noturno,3-1-5,30,6,-,MARA CRISTINA LOPES DE OLIVEIRA,0,MARA CRISTINA LOPES DE OLIVEIRA,0
ENGENHARIAS,DA1ESTO015-17SA,MECÂNICA DOS FLUIDOS I A1-Matutino (SA),"segunda das 08:00 às 10:00, semanal ; quarta das 10:00 às 12:00, semanal",,SA,Matutino,4-0-5,63,52,-,ANDRE DAMIANI ROCHA,0,0,0
ENGENHARIAS,DA1ESTO015-17SB,MECÂNICA DOS FLUIDOS I A1-Matutino (SB),"sexta das 08:00 às 10:00, semanal ; terça das 10:00 às 12:00, semanal",,SB,Matutino,4-0-5,60,22,-,KARL PETER BURR,0,0,0
ENGENHARIAS,NA1ESTO015-17SA,MECÂNICA DOS FLUIDOS I A1-Noturno (SA),"segunda das 19:00 às 21:00, semanal ; quarta das 21:00 às 23:00, semanal",,SA,Noturno,4-0-5,78,0,-,CRISTINA AUTUORI TOMAZETI,0,0,0
CURSO,CÓDIGO DE TURMA,TURMA,TEORIA,PRÁTICA,CAMPUS,TURNO,T-P-E-I,VAGAS TOTAIS,VAGAS REMANESCENT ES,TURMAS ALTA DEMANDA,DOCENTE TEORIA,DOCENTE TEORIA 2,DOCENTE PRÁTICA,DOCENTE PRÁTICA 2
ENGENHARIAS,NA1ESTO015-17SB,MECÂNICA DOS FLUIDOS I A1-Noturno (SB),"sexta das 19:00 às 21:00, semanal ; terça das 21:00 às 23:00, semanal",,SB,Noturno,4-0-5,60,18,-,CARLOS ALBERTO ROCHA PIMENTEL,0,0,0
ENGENHARIAS,DA1ESTO008-17SA,MECÂNICA DOS SÓLIDOS I A1-Matutino (SA),"quinta das 08:00 às 10:00, semanal ; segunda das 10:00 às 12:00, semanal",,SA,Matutino,3-1-5,63,44,-,RODOLFO SBROLINI TIBURCIO,0,RODOLFO SBROLINI TIBURCIO,0
ENGENHARIAS,DA1ESTO008-17SB,MECÂNICA DOS SÓLIDOS I A1-Matutino (SB),"segunda das 08:00 às 10:00, semanal ; quarta das 10:00 às 12:00, semanal",,SB,Matutino,3-1-5,63,0,-,MARCELO ARAUJO DA SILVA,0,MARCELO ARAUJO DA SILVA,0
ENGENHARIAS,NA1ESTO008-17SA,MECÂNICA DOS SÓLIDOS I A1-Noturno (SA),"quinta das 19:00 às 21:00, semanal ; segunda das 21:00 às 23:00, semanal",,SA,Noturno,3-1-5,63,0,-,RICARDO GASPAR,0,RICARDO GASPAR,0
ENGENHARIAS,NA1ESTO008-17SB,MECÂNICA DOS SÓLIDOS I A1-Noturno (SB),"segunda das 19:00 às 21:00, semanal ; quarta das 21:00 às 23:00, semanal",,SB,Noturno,3-1-5,63,0,-,WESLEY GOIS,0,WESLEY GOIS,0
ENGENHARIAS,NB1ESTO008-17SB,MECÂNICA DOS SÓLIDOS I B1-Noturno (SB),"sexta das 19:00 às 21:00, semanal ; terça das 21:00 às 23:00, semanal",,SB,Noturno,3-1-5,60,53,-,CICERO RIBEIRO DE LIMA,0,CICERO RIBEIRO DE LIMA,0
ENGENHARIAS,DA1ESTO017-17SA,MÉTODOS EXPERIMENTAIS EM ENGENHARIA A1- Matutino (SA),"segunda das 08:00 às 10:00, semanal","quarta das 10:00 às 12:00, semanal",SA,Matutino,2-2-4,33,0,-,LARISSA CICCOTTI FREIRE,0,LARISSA CICCOTTI FREIRE,0
ENGENHARIAS,DA1ESTO017-17SB,MÉTODOS EXPERIMENTAIS EM ENGENHARIA A1- Matutino (SB),"terça das 08:00 às 10:00, semanal","quinta das 10:00 às 12:00, semanal",SB,Matutino,2-2-4,30,1,-,WALLACE GUSMAO FERREIRA,0,WALLACE GUSMAO FERREIRA,0
ENGENHARIAS,NA1ESTO017-17SA,MÉTODOS EXPERIMENTAIS EM ENGENHARIA A1- Noturno (SA),"segunda das 19:00 às 21:00, semanal","quarta das 21:00 às 23:00, semanal",SA,Noturno,2-2-4,33,0,SIM,RODRIGO DE FREITAS BUENO,0,RODRIGO DE FREITAS BUENO,0
ENGENHARIAS,NA1ESTO017-17SB,MÉTODOS EXPERIMENTAIS EM ENGENHARIA A1- Noturno (SB),"terça das 19:00 às 21:00, semanal","quinta das 21:00 às 23:00, semanal",SB,Noturno,2-2-4,30,5,-,FABIO ANTONIO DA SILVA MOTA,0,FABIO ANTONIO DA SILVA MOTA,0
ENGENHARIAS,DA2ESTO017-17SA,MÉTODOS EXPERIMENTAIS EM ENGENHARIA A2- Matutino (SA),"quarta das 10:00 às 12:00, semanal","segunda das 08:00 às 10:00, semanal",SA,Matutino,2-2-4,33,27,-,CAROLINE PIRES ALAVEZ MORAES,0,CAROLINE PIRES ALAVEZ MORAES,0
ENGENHARIAS,NA2ESTO017-17SA,MÉTODOS EXPERIMENTAIS EM ENGENHARIA A2- Noturno (SA),"quarta das 21:00 às 23:00, semanal","segunda das 19:00 às 21:00, semanal",SA,Noturno,2-2-4,33,0,-,MARISSOL RODRIGUES FELEZ,0,MARISSOL RODRIGUES FELEZ,0
ENGENHARIAS,NA2ESTO017-17SB,MÉTODOS EXPERIMENTAIS EM ENGENHARIA A2- Noturno (SB),"quinta das 21:00 às 23:00, semanal","terça das 19:00 às 21:00, semanal",SB,Noturno,2-2-4,30,0,-,WALTER AMERICO ARELLANO ESPINOZA,0,WALTER AMERICO ARELLANO ESPINOZA,0
ENGENHARIAS,DB1ESTO017-17SA,MÉTODOS EXPERIMENTAIS EM ENGENHARIA B1- Matutino (SA),"terça das 08:00 às 10:00, semanal","quinta das 10:00 às 12:00, semanal",SA,Matutino,2-2-4,33,23,-,JULIO CARLOS TEIXEIRA,0,JULIO CARLOS TEIXEIRA,0
ENGENHARIAS,NB1ESTO017-17SA,MÉTODOS EXPERIMENTAIS EM ENGENHARIA B1- Noturno (SA),"terça das 19:00 às 21:00, semanal","quinta das 21:00 às 23:00, semanal",SA,Noturno,2-2-4,33,0,-,ANA PAULA ROMANI,0,ANA PAULA ROMANI,0
ENGENHARIAS,NB2ESTO017-17SA,MÉTODOS EXPERIMENTAIS EM ENGENHARIA B2- Noturno (SA),"quinta das 21:00 às 23:00, semanal","terça das 19:00 às 21:00, semanal",SA,Noturno,2-2-4,33,28,-,DANIEL ZANETTI DE FLORIO,0,DANIEL ZANETTI DE FLORIO,0
ENGENHARIAS,DC1ESTO017-17SA,MÉTODOS EXPERIMENTAIS EM ENGENHARIA C1- Matutino (SA),"quinta das 08:00 às 10:00, semanal","segunda das 10:00 às 12:00, semanal",SA,Matutino,2-2-4,33,14,-,CAROLINE PIRES ALAVEZ MORAES,0,CAROLINE PIRES ALAVEZ MORAES,0
ENGENHARIAS,NC1ESTO017-17SA,MÉTODOS EXPERIMENTAIS EM ENGENHARIA C1- Noturno (SA),"quinta das 19:00 às 21:00, semanal","segunda das 21:00 às 23:00, semanal",SA,Noturno,2-2-4,33,19,-,MARISSOL RODRIGUES FELEZ,0,MARISSOL RODRIGUES FELEZ,0
ENGENHARIAS,NC2ESTO017-17SA,MÉTODOS EXPERIMENTAIS EM ENGENHARIA C2- Noturno (SA),"segunda das 21:00 às 23:00, semanal","quinta das 19:00 às 21:00, semanal",SA,Noturno,2-2-4,33,0,-,JESUS FRANKLIN ANDRADE ROMERO,0,JESUS FRANKLIN ANDRADE ROMERO,0
ENGENHARIAS,DA1ESTO012-17SA,PRINCÍPIOS DE ADMINISTRAÇÃO A1-Matutino (SA),"quarta das 10:00 às 12:00, semanal",,SA,Matutino,2-0-4,63,0,-,FRANCIANE FREITAS SILVEIRA,0,0,0
ENGENHARIAS,DA1ESTO012-17SB,PRINCÍPIOS DE ADMINISTRAÇÃO A1-Matutino (SB),"sexta das 10:00 às 12:00, semanal",,SB,Matutino,2-0-4,63,0,-,GISELLE RAMIREZ CANEDO,0,0,0
CURSO,CÓDIGO DE TURMA,TURMA,TEORIA,PRÁTICA,CAMPUS,TURNO,T-P-E-I,VAGAS TOTAIS,VAGAS REMANESCENT ES,TURMAS ALTA DEMANDA,DOCENTE TEORIA,DOCENTE TEORIA 2,DOCENTE PRÁTICA,DOCENTE PRÁTICA 2
ENGENHARIAS,NA1ESTO012-17SA,PRINCÍPIOS DE ADMINISTRAÇÃO A1-Noturno (SA),"quarta das 21:00 às 23:00, semanal",,SA,Noturno,2-0-4,63,0,SIM,GISELLE RAMIREZ CANEDO,0,0,0
ENGENHARIAS,NA1ESTO012-17SB,PRINCÍPIOS DE ADMINISTRAÇÃO A1-Noturno (SB),"sexta das 21:00 às 23:00, semanal",,SB,Noturno,2-0-4,63,0,SIM,PATRICIA MORILHA MURITIBA,0,0,0
ENGENHARIAS,DA1ESMA001-23SA,SOLUÇÕES PARA DESAFIOS EM ENGENHARIA A1- Matutino (SA),,"quinta das 08:00 às 10:00, semanal",SA,Matutino,0-2-5,33,0,-,0,0,VICTOR FERNANDEZ NASCIMENTO,0
ENGENHARIAS,NA1ESMA001-23SA,SOLUÇÕES PARA DESAFIOS EM ENGENHARIA A1- Noturno (SA),,"quinta das 19:00 às 21:00, semanal",SA,Noturno,0-2-5,33,0,-,0,0,HUMBERTO DE PAIVA JUNIOR,0
ENGENHARIAS,NA1ESMA001-23SB,SOLUÇÕES PARA DESAFIOS EM ENGENHARIA A1- Noturno (SB),,"sexta das 19:00 às 21:00, semanal",SB,Noturno,0-2-5,33,0,-,0,0,DIOGO COUTINHO SORIANO,0
ENGENHARIAS,DA2ESMA001-23SA,SOLUÇÕES PARA DESAFIOS EM ENGENHARIA A2- Matutino (SA),,"quinta das 08:00 às 10:00, semanal",SA,Matutino,0-2-5,33,4,-,0,0,LUIZ ANTONIO CELIBERTO JUNIOR,0
ENGENHARIAS,DA2ESMA001-23SB,SOLUÇÕES PARA DESAFIOS EM ENGENHARIA A2- Matutino (SB),,"sexta das 08:00 às 10:00, semanal",SB,Matutino,0-2-5,30,10,-,0,0,MARCOS DUARTE,0
ENGENHARIAS,NA2ESMA001-23SA,SOLUÇÕES PARA DESAFIOS EM ENGENHARIA A2- Noturno (SA),,"quinta das 19:00 às 21:00, semanal",SA,Noturno,0-2-5,33,0,SIM,0,0,ELVIRA RAFIKOVA,0
ENGENHARIAS,NA2ESMA001-23SB,SOLUÇÕES PARA DESAFIOS EM ENGENHARIA A2- Noturno (SB),,"sexta das 19:00 às 21:00, semanal",SB,Noturno,0-2-5,33,0,-,0,0,NASSER ALI DAGHASTANLI,0
ENGENHARIAS,NB1ESMA001-23SA,SOLUÇÕES PARA DESAFIOS EM ENGENHARIA B1- Noturno (SA),,"quinta das 21:00 às 23:00, semanal",SA,Noturno,0-2-5,33,0,-,0,0,HUMBERTO DE PAIVA JUNIOR,0
ENGENHARIAS,DB2ESMA001-23SA,SOLUÇÕES PARA DESAFIOS EM ENGENHARIA B2- Matutino (SA),,"quinta das 10:00 às 12:00, semanal",SA,Matutino,0-2-5,33,0,-,0,0,LUIZ ANTONIO CELIBERTO JUNIOR,0
ENGENHARIAS,NB2ESMA001-23SA,SOLUÇÕES PARA DESAFIOS EM ENGENHARIA B2- Noturno (SA),,"quinta das 21:00 às 23:00, semanal",SA,Noturno,0-2-5,33,0,SIM,0,0,LUIZ ANTONIO CELIBERTO JUNIOR,0
ENGENHARIAS,NC1ESMA001-23SA,SOLUÇÕES PARA DESAFIOS EM ENGENHARIA C1- Noturno (SA),,"sexta das 19:00 às 21:00, semanal",SA,Noturno,0-2-5,33,0,-,0,0,JOSE ENRIQUE EIREZ IZQUIERDO,0
ENGENHARIAS,DC2ESMA001-23SA,SOLUÇÕES PARA DESAFIOS EM ENGENHARIA C2- Matutino (SA),,"sexta das 08:00 às 10:00, semanal",SA,Matutino,0-2-5,30,10,-,0,0,GERSON LUIZ MANTOVANI,0
ENGENHARIAS,NC2ESMA001-23SA,SOLUÇÕES PARA DESAFIOS EM ENGENHARIA C2- Noturno (SA),,"sexta das 19:00 às 21:00, semanal",SA,Noturno,0-2-5,33,0,-,0,0,GERSON LUIZ MANTOVANI,0
ENGENHARIAS,DA1ESTO014-17SA,TERMODINÂMICA APLICADA I A1-Matutino (SA),"segunda das 08:00 às 10:00, semanal ; quarta das 10:00 às 12:00, semanal",,SA,Matutino,4-0-5,63,53,-,ANTONIO GARRIDO GALLEGO,0,0,0
ENGENHARIAS,DA1ESTO014-17SB,TERMODINÂMICA APLICADA I A1-Matutino (SB),"quarta das 08:00 às 10:00, semanal ; sexta das 10:00 às 12:00, semanal",,SB,Matutino,4-0-5,60,41,-,MARCELO TANAKA HAYASHI,0,0,0
ENGENHARIAS,NA1ESTO014-17SB,TERMODINÂMICA APLICADA I A1-Noturno (SB),"sexta das 21:00 às 23:00, semanal ; quarta das 19:00 às 21:00, semanal",,SB,Noturno,4-0-5,63,0,SIM,ANNIBAL HETEM JUNIOR,0,0,0
LICENCIATURA EM CIÊNCIAS BIOLÓGICAS,DA1NHLB002-23SA,PRÁTICAS DE ENSINO DE BIOLOGIA E APRENDIZAGEM A1-Matutino (SA) - Carga Horária Extensionista,"quarta das 10:00 às 13:00, semanal",,SA,Matutino,2-1-1-4,30,6,-,MARIANA TAMBELLINI FAUSTINO,0,MARIANA TAMBELLINI FAUSTINO,0
LICENCIATURA EM CIÊNCIAS BIOLÓGICAS,NA1NHLB002-23SA,PRÁTICAS DE ENSINO DE BIOLOGIA E APRENDIZAGEM A1-Noturno (SA) - Carga Horária Extensionista,"segunda das 18:00 às 21:00, semanal",,SA,Noturno,2-1-1-4,40,0,-,MARIANA TAMBELLINI FAUSTINO,0,MARIANA TAMBELLINI FAUSTINO,0
LICENCIATURA EM CIÊNCIAS HUMANAS,DA1BIJ0207-15SB,BASES CONCEITUAIS DA ENERGIA A1-Matutino (SB),"quinta das 10:00 às 12:00, semanal",,SB,Matutino,2-0-4,40,0,-,SERGIO HENRIQUE FERREIRA DE OLIVEIRA,0,0,0
CURSO,CÓDIGO DE TURMA,TURMA,TEORIA,PRÁTICA,CAMPUS,TURNO,T-P-E-I,VAGAS TOTAIS,VAGAS REMANESCENT ES,TURMAS ALTA DEMANDA,DOCENTE TEORIA,DOCENTE TEORIA 2,DOCENTE PRÁTICA,DOCENTE PRÁTICA 2
LICENCIATURA EM CIÊNCIAS HUMANAS,NA1BIJ0207-15SB,BASES CONCEITUAIS DA ENERGIA A1-Noturno (SB),"quinta das 21:00 às 23:00, semanal",,SB,Noturno,2-0-4,44,0,SIM,SERGIO HENRIQUE FERREIRA DE OLIVEIRA,0,0,0
LICENCIATURA EM CIÊNCIAS HUMANAS,DB1BIJ0207-15SB,BASES CONCEITUAIS DA ENERGIA B1-Matutino (SB),"terça das 10:00 às 12:00, semanal",,SB,Matutino,2-0-4,40,0,-,SERGIO HENRIQUE FERREIRA DE OLIVEIRA,0,0,0
LICENCIATURA EM CIÊNCIAS HUMANAS,NB1BIJ0207-15SB,BASES CONCEITUAIS DA ENERGIA B1-Noturno (SB),"terça das 21:00 às 23:00, semanal",,SB,Noturno,2-0-4,40,0,SIM,SERGIO HENRIQUE FERREIRA DE OLIVEIRA,0,0,0
LICENCIATURA EM CIÊNCIAS HUMANAS,DA1LHZ0006-19SB,CARTOGRAFIA ESCOLAR E INCLUSIVA A1-Matutino (SB),,"quarta das 08:00 às 10:00, semanal ; sexta das 10:00 às 12:00, semanal",SB,Matutino,4-0-4,30,0,-,BARBARA GOMES FLAIRE JORDAO,0,0,0
LICENCIATURA EM CIÊNCIAS HUMANAS,NA1LHZ0006-19SB,CARTOGRAFIA ESCOLAR E INCLUSIVA A1-Noturno (SB),,"quarta das 19:00 às 21:00, semanal ; sexta das 21:00 às 23:00, semanal",SB,Noturno,4-0-4,35,0,-,BARBARA GOMES FLAIRE JORDAO,0,0,0
LICENCIATURA EM CIÊNCIAS HUMANAS,DB1BIR0603-15SB,"CIÊNCIA, TECNOLOGIA E SOCIEDADE B1-Matutino (SB)","quarta das 08:00 às 10:00, semanal ; sexta das 10:00 às 12:00, quinzenal II",,SB,Matutino,3-0-4,90,16,-,VIVIAN DANIELE ROCHA GABRIEL,0,0,0
LICENCIATURA EM CIÊNCIAS HUMANAS,NB1BIR0603-15SB,"CIÊNCIA, TECNOLOGIA E SOCIEDADE B1-Noturno (SB)","quarta das 19:00 às 21:00, semanal ; sexta das 21:00 às 23:00, quinzenal II",,SB,Noturno,3-0-4,90,1,-,ALEXANDRE FAVARO LUCCHESI,0,0,0
LICENCIATURA EM CIÊNCIAS HUMANAS,DA1NHI5001-15SB,DESENVOLVIMENTO E APRENDIZAGEM A1- Matutino (SB),"segunda das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, semanal",,SB,Matutino,4-0-4,65,5,-,SILVIO RICARDO GOMES CARNEIRO,0,0,0
LICENCIATURA EM CIÊNCIAS HUMANAS,NA1NHI5001-15SB,DESENVOLVIMENTO E APRENDIZAGEM A1- Noturno (SB),"segunda das 21:00 às 23:00, semanal ; quinta das 19:00 às 21:00, semanal",,SB,Noturno,4-0-4,65,5,-,SILVIO RICARDO GOMES CARNEIRO,0,0,0
LICENCIATURA EM CIÊNCIAS HUMANAS,DA2BHO0102-15SB,DESENVOLVIMENTO E SUSTENTABILIDADE A2- Matutino (SB),"segunda das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, semanal",,SB,Matutino,4-0-4,90,39,-,ARILSON DA SILVA FAVARETO,0,0,0
LICENCIATURA EM CIÊNCIAS HUMANAS,NA2BHO0102-15SB,DESENVOLVIMENTO E SUSTENTABILIDADE A2- Noturno (SB),"segunda das 21:00 às 23:00, semanal ; quinta das 19:00 às 21:00, semanal",,SB,Noturno,4-0-4,90,0,-,LEONARDO FREIRE DE MELLO,0,0,0
LICENCIATURA EM CIÊNCIAS HUMANAS,DA1LHT1002-19SB,ESTÁGIO SUPERVISIONADO EM CH II A1-Matutino (SB),"terça das 10:00 às 12:00, semanal",,SB,Matutino,0-6-3,15,9,-,0,0,JULIA GLACIELA DA SILVA OLIVEIRA,0
LICENCIATURA EM CIÊNCIAS HUMANAS,NA1LHT1002-19SB,ESTÁGIO SUPERVISIONADO EM CH II A1-Noturno (SB),,"terça das 19:00 às 21:00, semanal",SB,Noturno,0-6-3,15,0,-,0,0,PHILIPPE ARTHUR DOS REIS,0
LICENCIATURA EM CIÊNCIAS HUMANAS,DB1LHT1002-19SB,ESTÁGIO SUPERVISIONADO EM CH II B1-Matutino (SB),"quarta das 10:00 às 12:00, semanal",,SB,Matutino,0-6-3,15,5,-,0,0,BARBARA GOMES FLAIRE JORDAO,0
LICENCIATURA EM CIÊNCIAS HUMANAS,NB1LHT1002-19SB,ESTÁGIO SUPERVISIONADO EM CH II B1-Noturno (SB),"quarta das 19:00 às 21:00, semanal",,SB,Noturno,0-6-3,15,10,-,0,0,EDEN CORREIA CARLI,0
